displayName,position,pred_safety_tackle_prob
Jalen Thompson,FS,0.282152295
Donovan Wilson,SS,0.282180637
Jaquan Brisker,SS,0.282184631
Josh Jones,FS,0.282270879
Jonathan Owens,FS,0.282928586
Darnell Savage,SS,0.283025295
Juju Hughes,FS,0.283039987
Rudy Ford,SS,0.283323944
Xavier Woods,FS,0.283404559
Derwin James,FS,0.283678293
Tyrann Mathieu,FS,0.283706367
Kamren Curl,SS,0.283777714
Darrick Forrest,SS,0.283860534
Rudy Ford,SS,0.283863008
Darrick Forrest,SS,0.284038752
Malik Hooker,FS,0.284449786
John Johnson,FS,0.284712791
Kareem Jackson,SS,0.284774542
Josh Jones,FS,0.284868866
Terrell Edmunds,SS,0.285061806
Justin Reid,SS,0.285121113
Eddie Jackson,SS,0.285205841
Eric Rowe,SS,0.285309553
Derwin James,FS,0.285385311
Taylor Rapp,FS,0.285433084
Darnell Savage,SS,0.285488605
Tracy Walker,FS,0.285530955
Adrian Amos,FS,0.28556177
Kyle Dugger,FS,0.285595268
Israel Mukuamu,SS,0.285838574
Ryan Neal,SS,0.286118656
Jabrill Peppers,SS,0.28613025
Budda Baker,SS,0.286275864
Justin Evans,SS,0.286290497
Jayron Kearse,FS,0.286291599
Rodney McLeod,FS,0.286343217
Eddie Jackson,SS,0.286380827
Terrell Burgess,FS,0.286595404
Jonathan Owens,FS,0.286730617
Jabrill Peppers,SS,0.286756009
Minkah Fitzpatrick,FS,0.287380844
Chauncey Gardner-Johnson,SS,0.287632883
Kyle Dugger,FS,0.2878232
Eddie Jackson,SS,0.287865251
Eric Rowe,SS,0.287900746
Chauncey Gardner-Johnson,SS,0.288422972
Derwin James,FS,0.288603842
Jonathan Owens,FS,0.288628906
Jonathan Owens,FS,0.288684368
Alohi Gilman,SS,0.288810402
Jordan Poyer,SS,0.288974345
Talanoa Hufanga,SS,0.288987219
Adrian Phillips,SS,0.289041579
Grant Delpit,SS,0.289071262
Kamren Curl,SS,0.289462328
Lamarcus Joyner,SS,0.289552331
Marcus Maye,FS,0.289684743
Kamren Curl,SS,0.290043205
Jayron Kearse,FS,0.290269136
Jonathan Owens,FS,0.290527046
Jeremy Chinn,FS,0.290546507
Donovan Wilson,SS,0.290657789
Antoine Winfield,FS,0.290710717
Antoine Winfield,FS,0.290710717
Budda Baker,SS,0.290990114
Kareem Jackson,SS,0.291181773
Mike Edwards,FS,0.291357636
Lamarcus Joyner,SS,0.291466892
Devin McCourty,FS,0.29150179
Derwin James,FS,0.291652739
Jonathan Owens,FS,0.291670591
DeShon Elliott,FS,0.292031437
Derwin James,FS,0.292150855
Eric Rowe,SS,0.292395175
Taylor Rapp,FS,0.292449802
Donovan Wilson,SS,0.292501658
Julian Love,SS,0.292547584
Jonathan Owens,FS,0.292552263
Grant Delpit,SS,0.29262659
Eric Rowe,SS,0.292669743
Marcus Maye,FS,0.292722672
Nasir Adderley,FS,0.292766631
John Johnson,FS,0.292778671
Andre Cisco,SS,0.293468922
Vonn Bell,SS,0.293681741
Derwin James,FS,0.29391253
Eric Rowe,SS,0.294065893
Eric Rowe,SS,0.294122994
Darnell Savage,SS,0.294128537
Budda Baker,SS,0.294140279
Jalen Thompson,FS,0.29429549
Budda Baker,SS,0.294319034
Camryn Bynum,FS,0.294348389
Marcus Maye,FS,0.294367522
Talanoa Hufanga,SS,0.294405103
Marcus Maye,FS,0.294437349
Chauncey Gardner-Johnson,SS,0.294587374
Justin Evans,SS,0.294830889
Adrian Phillips,SS,0.29487896
Marcus Williams,FS,0.294944942
Grant Delpit,SS,0.295023441
Will Harris,SS,0.295223117
Eddie Jackson,SS,0.295637488
Antoine Winfield,FS,0.295822203
Antoine Winfield,FS,0.295822203
Malik Hooker,FS,0.295837998
Talanoa Hufanga,SS,0.296034724
Justin Reid,SS,0.296154648
Malik Hooker,FS,0.296651393
Devin McCourty,FS,0.296677768
Kamren Curl,SS,0.296715707
Tyrann Mathieu,FS,0.296722114
Derwin James,FS,0.296964079
Kamren Curl,SS,0.297003478
Taylor Rapp,FS,0.297140539
Kyle Dugger,FS,0.297187775
Jaylinn Hawkins,FS,0.297315806
Eddie Jackson,SS,0.297632188
Dane Belton,FS,0.297638983
Talanoa Hufanga,SS,0.297761112
John Johnson,FS,0.29777211
Eddie Jackson,SS,0.297968775
Rodney Thomas,FS,0.298011482
John Johnson,FS,0.298147619
Rayshawn Jenkins,SS,0.298183531
Jordan Poyer,SS,0.298204243
Kevin Byard,FS,0.29820925
Lamarcus Joyner,SS,0.298444778
Darrick Forrest,SS,0.298469484
Rudy Ford,SS,0.298523128
Grant Delpit,SS,0.298663348
Donovan Wilson,SS,0.298898488
Malik Hooker,FS,0.298956752
Donovan Wilson,SS,0.29904151
Kyle Dugger,FS,0.299165756
Andre Cisco,SS,0.299168229
Justin Evans,SS,0.299405545
Grant Delpit,SS,0.299502969
Jalen Thompson,FS,0.299772471
Kyle Dugger,FS,0.299886167
Juston Burris,SS,0.300384253
Tyrann Mathieu,FS,0.30045253
Rayshawn Jenkins,SS,0.300570697
DeShon Elliott,FS,0.300600231
Derwin James,FS,0.300708294
Justin Evans,SS,0.30077067
Kamren Curl,SS,0.301001817
Adrian Amos,FS,0.301002353
Kyle Dugger,FS,0.301020443
Antoine Winfield,FS,0.301078826
Keanu Neal,FS,0.301091731
Darnell Savage,SS,0.301103413
Jayron Kearse,FS,0.301114589
Quandre Diggs,FS,0.30130291
Eddie Jackson,SS,0.301367581
Eddie Jackson,SS,0.301382512
Jonathan Owens,FS,0.301467896
Adrian Amos,FS,0.301498115
Ryan Neal,SS,0.301506579
Malik Hooker,FS,0.301576942
Antoine Winfield,FS,0.301699907
Antoine Winfield,FS,0.301699907
Mike Edwards,FS,0.301736712
Eddie Jackson,SS,0.301799417
Taylor Rapp,FS,0.30185917
Tyrann Mathieu,FS,0.301903039
Kyle Dugger,FS,0.302129924
Bobby McCain,FS,0.302258104
Talanoa Hufanga,SS,0.302261323
Bobby McCain,FS,0.302270859
Keanu Neal,FS,0.302434415
Marcus Maye,FS,0.302460939
Malik Hooker,FS,0.302922338
Justin Evans,SS,0.30331099
Rudy Ford,SS,0.303332388
Jaquan Brisker,SS,0.303511024
Jaquan Brisker,SS,0.304011554
Jessie Bates,FS,0.304063827
Jonathan Owens,FS,0.304064155
Donovan Wilson,SS,0.304144889
Kareem Jackson,SS,0.304154038
Kamren Curl,SS,0.304300755
Tracy Walker,FS,0.304765314
Devin McCourty,FS,0.305057764
Jonathan Owens,FS,0.305262804
Jonathan Owens,FS,0.305462509
Darnell Savage,SS,0.305496216
Kyle Dugger,FS,0.305577248
Marcus Maye,FS,0.305777341
Rayshawn Jenkins,SS,0.305865586
Jaquan Brisker,SS,0.305900455
Jonathan Owens,FS,0.305994987
Eddie Jackson,SS,0.306035012
John Johnson,FS,0.306053102
Derwin James,FS,0.306355327
Antoine Winfield,FS,0.306364417
Keanu Neal,FS,0.306544065
Kyle Dugger,FS,0.306575507
Jonathan Owens,FS,0.306797594
Malik Hooker,FS,0.306808978
Jonathan Owens,FS,0.306865633
Taylor Rapp,FS,0.30695951
Darnell Savage,SS,0.30701986
Tyrann Mathieu,FS,0.307100296
Tyrann Mathieu,FS,0.307104617
Chuck Clark,SS,0.30718717
Kamren Curl,SS,0.307410389
Jayron Kearse,FS,0.307482958
Budda Baker,SS,0.307507694
Quandre Diggs,FS,0.307559758
Malik Hooker,FS,0.307571054
Kyle Dugger,FS,0.307834208
Jaquan Brisker,SS,0.308047473
Jordan Poyer,SS,0.308211088
Nasir Adderley,FS,0.308261961
Jordan Poyer,SS,0.308327526
Derwin James,FS,0.308364064
Darrick Forrest,SS,0.308416575
Quandre Diggs,FS,0.308590412
Jevon Holland,FS,0.308645189
Quandre Diggs,FS,0.308657408
Darrick Forrest,SS,0.308861256
Kamren Curl,SS,0.308942467
Bobby McCain,FS,0.30897513
Darnell Savage,SS,0.309117138
Darnell Savage,SS,0.309131503
Mike Edwards,FS,0.309785426
Adrian Amos,FS,0.309809953
Josh Jones,FS,0.309834033
Rayshawn Jenkins,SS,0.309876859
Kevin Byard,FS,0.30993253
Antoine Winfield,FS,0.30999288
Nick Cross,SS,0.310010046
Chauncey Gardner-Johnson,SS,0.310131133
Donovan Wilson,SS,0.310299367
Grant Delpit,SS,0.310359091
Alohi Gilman,SS,0.310536295
Malik Hooker,FS,0.310994446
Marcus Maye,FS,0.311015815
Marcus Maye,FS,0.311289847
Dane Belton,FS,0.311365992
Andre Cisco,SS,0.311712712
Justin Evans,SS,0.311742216
Justin Evans,SS,0.31188485
Derwin James,FS,0.31189248
Marcus Maye,FS,0.312041879
Bobby McCain,FS,0.312097698
Donovan Wilson,SS,0.312256515
Eric Rowe,SS,0.312279612
Kareem Jackson,SS,0.312284917
Rudy Ford,SS,0.31234318
Justin Reid,SS,0.312367141
Vonn Bell,SS,0.312988371
Grant Delpit,SS,0.313035369
Nasir Adderley,FS,0.313128024
Eric Rowe,SS,0.313581049
Jordan Poyer,SS,0.313682377
Chauncey Gardner-Johnson,SS,0.313811928
Kyle Dugger,FS,0.313908339
Darnell Savage,SS,0.313921481
Justin Evans,SS,0.313952357
Kamren Curl,SS,0.31421119
Eddie Jackson,SS,0.314324111
Jonathan Owens,FS,0.314374447
Rudy Ford,SS,0.314593166
Xavier Woods,FS,0.314832091
Kamren Curl,SS,0.314899117
Terrell Edmunds,SS,0.315188169
Talanoa Hufanga,SS,0.315230906
Kyle Dugger,FS,0.315334409
John Johnson,FS,0.315425962
Marcus Epps,SS,0.315615654
Vonn Bell,SS,0.315813005
Jonathan Owens,FS,0.315877616
Donovan Wilson,SS,0.316007316
Rayshawn Jenkins,SS,0.316041559
Darrick Forrest,SS,0.316083491
Jaquan Brisker,SS,0.316135854
Terrell Burgess,FS,0.316220492
Derwin James,FS,0.316280663
John Johnson,FS,0.3163867
Talanoa Hufanga,SS,0.316641808
Justin Evans,SS,0.316792697
Darrick Forrest,SS,0.316816688
Donovan Wilson,SS,0.317067146
Adrian Phillips,SS,0.31719467
Kevin Byard,FS,0.317301154
Rudy Ford,SS,0.317315787
Eddie Jackson,SS,0.317784011
Marcus Maye,FS,0.318020165
Jonathan Owens,FS,0.318092138
Taylor Rapp,FS,0.318183333
Donovan Wilson,SS,0.318419844
Adrian Phillips,SS,0.318857968
Josh Jones,FS,0.318953276
Josh Jones,FS,0.318953276
Juan Thornhill,FS,0.31903398
Rayshawn Jenkins,SS,0.319045335
Chauncey Gardner-Johnson,SS,0.31906876
Keanu Neal,FS,0.319326431
Eddie Jackson,SS,0.319553226
Mike Edwards,FS,0.319727361
Devin McCourty,FS,0.320184052
Juston Burris,SS,0.320191979
Rudy Ford,SS,0.320230573
Darnell Savage,SS,0.320308834
Grant Delpit,SS,0.320515662
Jonathan Owens,FS,0.32060343
Nasir Adderley,FS,0.320813149
Derwin James,FS,0.320813686
Grant Delpit,SS,0.320911139
Nasir Adderley,FS,0.320930153
Quandre Diggs,FS,0.320996672
Rudy Ford,SS,0.320999324
Donovan Wilson,SS,0.321072966
Kyle Dugger,FS,0.321186513
Jevon Holland,FS,0.32148692
Marcus Maye,FS,0.321504772
Derwin James,FS,0.321543485
Darnell Savage,SS,0.321769834
Geno Stone,SS,0.321776688
Jonathan Owens,FS,0.322047442
Derwin James,FS,0.322121233
Juju Hughes,FS,0.322217256
Adrian Amos,FS,0.322295994
Jayron Kearse,FS,0.322475374
Xavier Woods,FS,0.322614998
Justin Evans,SS,0.322696835
Grant Delpit,SS,0.322791904
Bobby McCain,FS,0.32283625
Rudy Ford,SS,0.322965145
Julian Love,SS,0.323123097
Adrian Phillips,SS,0.323178738
Darrick Forrest,SS,0.323205382
Jonathan Owens,FS,0.323307544
Jaquan Brisker,SS,0.323438317
Mike Edwards,FS,0.323532969
Tyrann Mathieu,FS,0.323677897
Jayron Kearse,FS,0.323730946
Juju Hughes,FS,0.323791414
Grant Delpit,SS,0.3239007
Rudy Ford,SS,0.323927224
Jonathan Owens,FS,0.324062705
Talanoa Hufanga,SS,0.324398518
Jaquan Brisker,SS,0.324420094
Marcus Maye,FS,0.324522555
Derwin James,FS,0.324559093
Geno Stone,SS,0.32464245
Nasir Adderley,FS,0.324749082
Kareem Jackson,SS,0.324910492
Jayron Kearse,FS,0.325009376
Kyle Dugger,FS,0.325046957
Dane Belton,FS,0.325088263
Juston Burris,SS,0.325089484
Kevin Byard,FS,0.325149983
Donovan Wilson,SS,0.32517606
Amani Hooker,FS,0.325199336
Eric Rowe,SS,0.325340182
Terrell Edmunds,SS,0.325518221
Kyle Dugger,FS,0.325523466
Jalen Pitre,FS,0.3255454
Mike Edwards,FS,0.325635254
Darnell Savage,SS,0.325713664
Eddie Jackson,SS,0.325807154
Kamren Curl,SS,0.326340258
Jonathan Owens,FS,0.32638818
Mike Edwards,FS,0.326409847
Juston Burris,SS,0.326421589
Donovan Wilson,SS,0.326550245
Johnathan Abram,SS,0.326659709
Marcus Maye,FS,0.326870829
Kamren Curl,SS,0.326992095
Mike Edwards,FS,0.32703343
Rudy Ford,SS,0.327034265
Josh Jones,FS,0.327165008
Josh Jones,FS,0.327165008
Chuck Clark,SS,0.327556282
Jonathan Owens,FS,0.327586204
Derwin James,FS,0.327703565
Vonn Bell,SS,0.32776472
Mike Edwards,FS,0.327941418
Lamarcus Joyner,SS,0.327945411
Nasir Adderley,FS,0.32796669
Dax Hill,FS,0.32814014
Justin Evans,SS,0.328376532
Grant Delpit,SS,0.328450471
Nasir Adderley,FS,0.328579724
Malik Hooker,FS,0.328778505
Rayshawn Jenkins,SS,0.328935474
Juston Burris,SS,0.329039782
Rudy Ford,SS,0.32907325
Josh Jones,FS,0.329103947
Donovan Wilson,SS,0.329131335
Kevin Byard,FS,0.329214871
Eddie Jackson,SS,0.32928434
Chauncey Gardner-Johnson,SS,0.329402298
Darnell Savage,SS,0.329514295
Taylor Rapp,FS,0.329548866
Marcus Maye,FS,0.329590917
Budda Baker,SS,0.32959801
Eric Rowe,SS,0.329603463
Marcus Maye,FS,0.329626799
Andrew Adams,SS,0.32967037
Eddie Jackson,SS,0.329727203
Marcus Maye,FS,0.330035836
Camryn Bynum,FS,0.330080301
Harrison Smith,SS,0.330084383
Juston Burris,SS,0.330113441
Grant Delpit,SS,0.33013165
Richie Grant,SS,0.330180258
Kamren Curl,SS,0.33019191
Darnell Savage,SS,0.33029151
Grant Delpit,SS,0.330324888
Eddie Jackson,SS,0.3304739
Donovan Wilson,SS,0.330515981
Malik Hooker,FS,0.330531001
Jaquan Brisker,SS,0.330680579
Jaquan Brisker,SS,0.330704182
Rudy Ford,SS,0.330841511
Tyrann Mathieu,FS,0.330918193
John Johnson,FS,0.330937833
Rudy Ford,SS,0.331057429
Geno Stone,SS,0.331075191
Rodney Thomas,FS,0.331109703
Jonathan Owens,FS,0.331481516
Malik Hooker,FS,0.331513554
Talanoa Hufanga,SS,0.331655085
Chuck Clark,SS,0.33169046
Justin Reid,SS,0.331828207
Andre Cisco,SS,0.331888944
Jayron Kearse,FS,0.331892073
Rudy Ford,SS,0.331893742
Taylor Rapp,FS,0.332037091
Donovan Wilson,SS,0.332050174
Donovan Wilson,SS,0.332057178
Jonathan Owens,FS,0.33208707
Johnathan Abram,SS,0.332197338
DeShon Elliott,FS,0.332435906
Kyle Dugger,FS,0.332449079
Vonn Bell,SS,0.332666636
Marcus Maye,FS,0.332843065
Eddie Jackson,SS,0.33287254
Kamren Curl,SS,0.332899839
Justin Evans,SS,0.333025247
Adrian Phillips,SS,0.333118677
Antoine Winfield,FS,0.333255112
Quandre Diggs,FS,0.333313495
John Johnson,FS,0.333510429
John Johnson,FS,0.333855033
Rudy Ford,SS,0.333879054
Justin Evans,SS,0.333925009
Vonn Bell,SS,0.334003627
Darnell Savage,SS,0.33403337
Josh Jones,FS,0.334154218
Josh Jones,FS,0.334154218
Dane Belton,FS,0.334154338
Josh Jones,FS,0.33420074
Kamren Curl,SS,0.334288746
Malik Hooker,FS,0.334451169
Justin Reid,SS,0.334702998
Talanoa Hufanga,SS,0.334736943
Jalen Pitre,FS,0.334869325
Jonathan Owens,FS,0.33510676
Juston Burris,SS,0.335189939
Talanoa Hufanga,SS,0.335545629
Darnell Savage,SS,0.335828245
Darnell Savage,SS,0.336170703
Talanoa Hufanga,SS,0.336290687
Darnell Savage,SS,0.336443633
Marcus Maye,FS,0.336451322
Nasir Adderley,FS,0.336457342
John Johnson,FS,0.336476862
Talanoa Hufanga,SS,0.336526036
Taylor Rapp,FS,0.336627245
Tyrann Mathieu,FS,0.336799264
Jonathan Owens,FS,0.336929739
Justin Reid,SS,0.336976141
Eddie Jackson,SS,0.337015063
Xavier Woods,FS,0.337031007
Jonathan Owens,FS,0.337093234
Dane Belton,FS,0.337104738
Eddie Jackson,SS,0.337130725
Mike Edwards,FS,0.337370723
Donovan Wilson,SS,0.337587714
DeShon Elliott,FS,0.337796152
Bobby McCain,FS,0.337851971
Derwin James,FS,0.337896198
Kevin Byard,FS,0.337928265
Malik Hooker,FS,0.337979764
Darnell Savage,SS,0.338017404
Kyle Dugger,FS,0.338154227
Mike Edwards,FS,0.33825475
Bobby McCain,FS,0.33841002
Kamren Curl,SS,0.338443846
Terrell Edmunds,SS,0.338532001
Darrick Forrest,SS,0.338609159
Jabrill Peppers,SS,0.338611722
Tyrann Mathieu,FS,0.338661224
Taylor Rapp,FS,0.338736027
Jonathan Owens,FS,0.338891536
Nick Cross,SS,0.338916719
Camryn Bynum,FS,0.338934153
John Johnson,FS,0.339163691
Marcus Maye,FS,0.339186341
Rudy Ford,SS,0.339250565
Quandre Diggs,FS,0.339355409
Jaquan Brisker,SS,0.339412421
Vonn Bell,SS,0.339420199
Derwin James,FS,0.339603364
Tyrann Mathieu,FS,0.339767218
Jonathan Owens,FS,0.33986932
Kyle Dugger,FS,0.339923948
Jalen Pitre,FS,0.339984894
Grant Delpit,SS,0.340084791
Jonathan Owens,FS,0.340085924
Malik Hooker,FS,0.34013173
Rudy Ford,SS,0.340135694
Jaquan Brisker,SS,0.340224177
DeShon Elliott,FS,0.340311974
Kareem Jackson,SS,0.340599179
Nasir Adderley,FS,0.340658307
Jeremy Chinn,FS,0.340764731
Juan Thornhill,FS,0.340891272
Myles Hartsfield,FS,0.340916067
Bobby McCain,FS,0.341179878
Josh Jones,FS,0.341236532
Vonn Bell,SS,0.341334045
Grant Delpit,SS,0.341362
Donovan Wilson,SS,0.341409594
Jordan Poyer,SS,0.341483474
Taylor Rapp,FS,0.341564089
Mike Edwards,FS,0.341770083
Antoine Winfield,FS,0.341775596
Antoine Winfield,FS,0.341775596
Jaquan Brisker,SS,0.341871291
Vonn Bell,SS,0.342135876
Jordan Poyer,SS,0.342383653
Jonathan Owens,FS,0.342747658
Geno Stone,SS,0.342817754
Adrian Phillips,SS,0.342900217
Quandre Diggs,FS,0.342995495
Quandre Diggs,FS,0.343320996
Kyle Dugger,FS,0.343328714
Talanoa Hufanga,SS,0.343407035
Jonathan Owens,FS,0.343495846
Kyle Dugger,FS,0.343567878
Keanu Neal,FS,0.343626827
Darrick Forrest,SS,0.3436535
Eddie Jackson,SS,0.343720078
Kyle Dugger,FS,0.343745261
Jaquan Brisker,SS,0.343769282
Kyle Dugger,FS,0.343816608
Eddie Jackson,SS,0.343987525
Darnell Savage,SS,0.344304651
Keanu Neal,FS,0.34451142
Chauncey Gardner-Johnson,SS,0.344551504
Donovan Wilson,SS,0.344614118
Bobby McCain,FS,0.344714612
Derwin James,FS,0.344879568
Talanoa Hufanga,SS,0.344893306
Kyle Dugger,FS,0.344905734
Bobby McCain,FS,0.344943345
Richie Grant,SS,0.344957024
Richie Grant,SS,0.344957024
Mike Edwards,FS,0.344975293
John Johnson,FS,0.345002741
Grant Delpit,SS,0.345023811
DeShon Elliott,FS,0.345349073
Chuck Clark,SS,0.345468551
Josh Metellus,SS,0.345777005
Antoine Winfield,FS,0.345889181
Talanoa Hufanga,SS,0.345945477
Kyle Dugger,FS,0.345969021
Jalen Thompson,FS,0.34608987
Keanu Neal,FS,0.346098989
Nasir Adderley,FS,0.346472472
Geno Stone,SS,0.346539021
Antoine Winfield,FS,0.346598595
Mike Edwards,FS,0.346613884
Derwin James,FS,0.346637994
Eddie Jackson,SS,0.346809626
Geno Stone,SS,0.346842557
Jonathan Owens,FS,0.346842796
Marcus Maye,FS,0.347148538
Kyle Dugger,FS,0.347168297
Xavier Woods,FS,0.347283453
Darnell Savage,SS,0.347409666
Eddie Jackson,SS,0.347492337
Jonathan Owens,FS,0.34761104
Jaquan Brisker,SS,0.347614735
Talanoa Hufanga,SS,0.347643793
Nick Cross,SS,0.347784281
Jonathan Owens,FS,0.347824246
Malik Hooker,FS,0.347825497
Jordan Poyer,SS,0.347932547
Jalen Thompson,FS,0.347941309
Keanu Neal,FS,0.347990632
Josh Jones,FS,0.348030984
Josh Jones,FS,0.348030984
Josh Metellus,SS,0.348042369
Rudy Ford,SS,0.348188281
Antoine Winfield,FS,0.348229527
Chuck Clark,SS,0.348252922
Malik Hooker,FS,0.348291725
Antoine Winfield,FS,0.348476052
Antoine Winfield,FS,0.348476052
Jalen Pitre,FS,0.348549157
Andre Cisco,SS,0.348661572
Jaquan Brisker,SS,0.348717004
Adrian Amos,FS,0.348855734
Justin Evans,SS,0.348931342
Antoine Winfield,FS,0.348945796
Antoine Winfield,FS,0.348945796
Juju Hughes,FS,0.349141806
Tracy Walker,FS,0.349528819
Jonathan Owens,FS,0.34959659
Rodney Thomas,FS,0.349605501
DeShon Elliott,FS,0.349606216
Kamren Curl,SS,0.34995082
Derwin James,FS,0.349962264
Kevin Byard,FS,0.350067317
Xavier Woods,FS,0.350067884
Bobby McCain,FS,0.350282699
Jaquan Brisker,SS,0.350319594
Darnell Savage,SS,0.350489855
Kevin Byard,FS,0.350659996
Jaquan Brisker,SS,0.350726902
Donovan Wilson,SS,0.350803733
Terrell Burgess,FS,0.35082221
Malik Hooker,FS,0.351004452
Jalen Thompson,FS,0.351153314
Kyle Dugger,FS,0.351189613
Jessie Bates,FS,0.351267844
Julian Love,SS,0.351326704
Camryn Bynum,FS,0.351351768
Derwin James,FS,0.351473778
Kyle Dugger,FS,0.351492703
Tyrann Mathieu,FS,0.351536006
Lamarcus Joyner,SS,0.351560622
Donovan Wilson,SS,0.351567149
Malik Hooker,FS,0.351578414
Mike Edwards,FS,0.351794064
Jordan Poyer,SS,0.351840973
Terrell Burgess,FS,0.352185667
Darnell Savage,SS,0.352212995
Malik Hooker,FS,0.352352917
DeShon Elliott,FS,0.35245648
Juan Thornhill,FS,0.352459431
Marcus Maye,FS,0.352643639
Julian Love,SS,0.352866054
Sean Chandler,SS,0.352870256
Josh Metellus,SS,0.353039384
Geno Stone,SS,0.3530792
Derwin James,FS,0.353648812
Marcus Maye,FS,0.353648931
Geno Stone,SS,0.353661597
Tyrann Mathieu,FS,0.353670001
Justin Simmons,FS,0.353850335
Kareem Jackson,SS,0.353886425
Camryn Bynum,FS,0.354149371
Camryn Bynum,FS,0.354166538
Malik Hooker,FS,0.354271263
Jonathan Owens,FS,0.354330897
Vonn Bell,SS,0.354438812
Talanoa Hufanga,SS,0.354595542
Donovan Wilson,SS,0.354659677
Marcus Maye,FS,0.354755491
Justin Evans,SS,0.35483712
Marcus Maye,FS,0.354861945
Darrick Forrest,SS,0.354985893
Jeremy Chinn,FS,0.355011612
Kamren Curl,SS,0.355037421
Richie Grant,SS,0.355180949
Ryan Neal,SS,0.355312318
Juan Thornhill,FS,0.355390072
Marcus Maye,FS,0.355604887
Jaylinn Hawkins,FS,0.355727136
Talanoa Hufanga,SS,0.355823278
Eddie Jackson,SS,0.355846107
Kyle Dugger,FS,0.355916858
Marcus Epps,SS,0.35595265
Vonn Bell,SS,0.356036961
Julian Love,SS,0.356123358
Juston Burris,SS,0.356193811
Vonn Bell,SS,0.356582522
Terrell Edmunds,SS,0.356665492
Jaquan Brisker,SS,0.356676877
Adrian Amos,FS,0.356698245
Justin Evans,SS,0.356971562
Nasir Adderley,FS,0.357031733
Eric Rowe,SS,0.357208461
Jaquan Brisker,SS,0.357310891
Mike Edwards,FS,0.357353449
Rodney McLeod,FS,0.357388586
Damar Hamlin,SS,0.35744074
Juston Burris,SS,0.357818663
Kamren Curl,SS,0.357837975
Derwin James,FS,0.357983947
Rayshawn Jenkins,SS,0.358106464
Mike Edwards,FS,0.358549356
Taylor Rapp,FS,0.358571947
Taylor Rapp,FS,0.35870564
Darnell Savage,SS,0.358763665
Kareem Jackson,SS,0.358899295
Alohi Gilman,SS,0.358948708
Marcus Maye,FS,0.358962983
Richie Grant,SS,0.359002471
John Johnson,FS,0.359035969
Terrell Edmunds,SS,0.359045357
Taylor Rapp,FS,0.359065026
Julian Love,SS,0.359112829
Sean Chandler,SS,0.35916847
Andre Cisco,SS,0.359182835
Budda Baker,SS,0.359217167
Jayron Kearse,FS,0.359341353
Richie Grant,SS,0.359424531
Vonn Bell,SS,0.359606266
Vonn Bell,SS,0.359629601
Budda Baker,SS,0.359779775
Jonathan Owens,FS,0.360002667
Jonathan Owens,FS,0.360143691
Xavier Woods,FS,0.36024645
Jonathan Owens,FS,0.360257089
Vonn Bell,SS,0.360406846
Johnathan Abram,SS,0.360571235
Jonathan Owens,FS,0.360575974
Donovan Wilson,SS,0.360642791
Jaquan Brisker,SS,0.360685676
